294:2200,19288,1690,9618,124,140,101313,1685,101665,5260
328:2200,11633,483,3858,55768,962,49015,44128,495,39800
331:1100,50718,44427,962,117944,49015,6759,44128,53591,12429
345:3250,45975,120518,11401,92129,62840,5726,83173,28511,80736
361:31925,110292,1212,840,366,52744,117943,19281,13400,1324
376:101854,966,481,486,3376,13522,25966,495,84456,80437
384:1102,99971,2908,64978,30855,3389,495,29787,27070,1471
401:29741,110292,68190,15010,92940,31000,28632,22603,840,52744
402:18452,110292,14890,92940,20573,28632,3105,49507,840,52744
410:550,50718,99971,61121,31945,486,30855,117944,7180,3389
448:2200,1690,22308,245,486,25955,32217,1920,2416,22315
449:2200,21113,34451,28632,79051,88275,486,25955,2416,17715
450:104153,34451,110414,103287,79051,120494,113571,101313,74245,117
452:2200,964,86093,1930,967,22070,5819,960,3,57265
476:7055,481,486,548,92582,27062,6759,114557,4292,3280
488:2200,726,1690,22308,47351,486,25955,32217,2416,22315
490:2200,110292,363,19288,1690,726,9618,124,840,52744
494:18452,14890,726,20573,28632,3105,49507,35877,103410,1685
500:17601,15424,6766,966,94152,7721,39800,39781,3842,11621
514:98573,99971,30855,9943,20564,6485,29787,27070,6477,118199
525:29741,110292,92940,28632,840,52744,13400,103410,1685,101665
535:2200,2908,1690,245,1208,962,43797,735,61402,49015
536:84784,1690,28937,2200,1208,962,43797,61402,49015,44128
538:2200,1690,245,64978,1208,3389,1685,57647,101665,224
539:18452,14890,20573,28632,2,3105,49507,35877,1685,101665
564:13838,117943,1685,101665,500,4292,63632,79841,80642,66559
582:57689,19288,110292,68190,15010,31000,245,840,22603,52744
585:2200,483,11633,3858,960,55768,14895,2429,495,119131
590:13838,110292,363,35190,840,3107,52744,13400,101313,1685
601:105155,90819,18245,94414,48912,27493,90054,118676,226,31717
618:2200,1690,28632,71067,2903,6485,226,15686,15984,61716
624:550,483,11633,5818,3858,4848,55768,79595,3864,3389
627:73814,29247,12118,33019,18931,40219,6211,13523,31402,1468
628:6568,23266,66998,3864,13522,17220,88280,1927,30862,3841
632:112149,45752,52387,1208,8621,2146,6754,27070,224,1102
633:2200,7158,110292,1690,124,245,840,52744,19281,354
634:2307,108016,13941,24508,481,64710,15838,124,3376,3589
646:550,482,28632,71067,30016,117943,43803,3389,88520,6485
666:1,34451,44139,79051,28698,1451,38822,28631,99010,2899
667:2200,483,11633,3858,960,486,55768,2429,2903,20564
669:2200,45753,967,245,33498,5103,91246,20806,80987,10275
678:2200,2908,481,3376,20564,25966,495,39800,17715,3842
680:18452,14890,68190,20573,7715,28632,49507,3105,962,43797
681:550,50718,486,117944,3389,72307,39262,109672,5260,58957
682:1102,15429,15432,25966,1924,19421,115751,39800,3842,59583
683:112287,3163,67212,27069,49996,20249,75002,74504,226,118072
684:9227,2904,1451,3861,1449,6759,20374,15976,1471,3841
715:2200,19411,1931,37867,12432,13521,974,8617,51908,57377
716:17601,2908,966,6766,43040,39781,11621,15446,85427,17235
741:17601,50718,6766,966,117944,974,19421,18187,39800,1100
750:13838,110414,34451,68190,79051,121041,1685,101665,225,101416
754:2200,1690,726,245,1685,101665,47351,17715,5260,3363
756:13838,19288,110292,122,245,85286,840,52744,364,1683
757:8130,50718,1100,3860,117944,974,22072,493,109672,1462
758:550,2908,2200,960,13221,245,115059,2429,735,9943
763:8130,14890,20573,2425,28632,960,30324,35877,50711,1444
773:1100,2908,50718,11633,966,44143,30855,117944,974,3867
774:2,245,1685,101665,13785,500,4292,63632,79841,1419
775:13838,68190,245,1685,101665,5265,5260,500,4292,63632
782:75326,481,64978,3376,962,49015,3389,25966,44128,1471
784:2200,110414,34451,1690,79051,1685,121041,101665,225,101416
793:13838,1685,101665,13785,4292,500,63632,1419,66559,80642
803:13136,34451,5820,36367,15429,30855,15432,3867,9699,19421
813:1102,965,483,28632,5820,103410,5265,114556,17715,20367
815:13838,79323,422,110292,21113,78657,88275,245,124,840
817:13838,64978,962,43797,61402,49015,44128,3389,57647,1685
818:13136,98537,967,2904,5820,8609,3861,9699,6759,3867
823:74776,99971,1453,967,101433,7716,30855,55076,29787,27070
825:29741,79323,110292,21113,92940,28632,88275,840,52744,13400
833:13838,363,110292,92940,28632,35190,840,3107,71067,52744
835:2200,1690,245,1208,962,43797,61402,49015,44128,1685
838:2200,72726,1931,3862,23270,59555,13521,13522,49759,61711
844:13838,110292,840,117943,52744,13400,2552,101313,1685,356
850:1102,7172,6756,47386,495,10205,4846,1417,20405,2387
856:29741,112022,114999,1382,84151,1747,101313,103410,13785,2414
857:13838,245,35190,3107,1685,101665,500,4292,63632,508
874:1,110414,34451,79051,117943,121041,225,13785,36140,101416
891:1102,483,9088,486,93672,15429,117943,15432,91516,1924
899:2,20564,5265,17715,3363,500,4292,71751,57259,508
900:66652,2200,11633,6765,9088,29176,3829,75263,490,35876
911:2200,1690,962,43797,61402,49015,44128,6485,495,67204
918:2200,108016,1690,24508,64710,481,28632,1208,3376,25966
925:2200,50718,965,6766,117944,3867,14336,11644,19421,970
926:2200,110292,1690,245,124,840,52744,13400,354,101313
937:2200,1690,124,245,13400,354,101313,1685,101665,224
949:118218,57379,122532,90256,2911,95433,121805,26811,920,18825
964:9772,102873,2908,84453,56723,960,14895,2429,13522,12442
970:1100,107747,964,45454,965,43045,9089,87047,5821,64977
977:1,14890,34451,20573,79051,28632,117943,35877,5260,19396
981:64095,99971,10287,31397,245,36367,1451,30855,29787,50469
982:37985,99971,36367,30855,29787,27070,9106,70806,990,4846
984:2200,1690,4427,15167,2280,354,358,6901,11017,226
992:550,108016,24508,64710,481,486,245,1208,3376,25966
993:13838,68190,245,117943,1200,4563,5260,20118,1190,71751
998:2200,1690,245,6485,495,1685,67204,39800,3114,101665
1000:1,110414,34451,79051,28632,245,2897,103410,1685,121041
1007:273,54844,28632,35190,3107,246,18190,103410,1685,101665
1027:9227,482,61121,31945,2904,3861,1451,1449,6756,7180
1028:47351,962,1920,49015,44128,17715,53591,5260,9111,3363
1044:1100,37871,50718,486,25955,490,117944,13522,6759,495
1045:37985,2908,10183,15989,20367,5260,71751,57259,508,998
1049:30613,28632,20564,10204,511,510,9117,22059,10526,79561
1068:14109,69139,2155,7716,1208,2632,224,225,26179,709
1069:3824,19288,110292,92940,28632,245,840,71067,52744,13400
1070:2200,110414,34451,1690,726,79051,1,35190,3107,121041
1082:18452,14890,50957,20573,725,28632,7984,967,13838,49507
1083:138,2908,363,30459,21899,10402,124,1800,2558,23414
1088:2,28632,64978,962,49015,44128,3389,1471,53591,9111
1094:29741,363,110292,92940,28632,35190,840,3107,52744,117943
1116:2200,110292,87449,1690,840,962,43797,52744,2280,61402
1121:8803,8,17229,5820,15429,30854,11640,3866,3867,46543
1125:13838,1685,101665,500,4292,63632,80642,66559,7211,2139
1127:2200,962,49015,44128,495,39800,17715,53591,3842,3363
1132:3,2908,726,64978,735,3389,20564,57647,1471,17715
1133:13838,422,110292,9618,6968,114999,840,901,117943,52744
1140:13838,110292,363,124,245,35190,840,3107,52744,13400
1141:29179,9088,6766,966,481,486,2428,1449,30324,490
1148:62148,25957,94152,11637,1208,1682,97490,224,225,26179
1153:1,34451,79051,1920,5260,19396,101416,500,4292,1462
1163:12122,108263,35600,93420,123239,14784,54722,19960,56856,72750
1166:1102,1212,6491,98282,967,35190,245,3107,10554,2429
1172:2200,99971,30855,20564,495,29787,27070,17715,20367,3363
1192:2200,2908,64978,14895,962,49015,3389,44128,3841,1471
1204:17601,25957,6766,1103,64978,69828,962,2901,1924,7725
1208:1100,50718,30855,12435,117944,974,19421,7725,29787,18187
1209:1100,99971,50718,1453,486,7716,30855,82782,117944,29787
1234:2200,483,1690,11633,3858,960,13221,245,115059,55768
1236:8130,9088,3860,974,22072,18197,497,61716,3374,11626
1245:3824,2908,99971,483,486,15429,962,30855,15432,91516
1263:2200,1690,14895,111266,97730,495,3841,224,76896,226
1267:2200,1690,245,1208,962,43797,61402,49015,44128,6485
1269:33327,4854,9095,108224,11840,21129,118857,30033,3374,719
1288:2200,3,42224,5819,17229,3860,5820,68911,13522,3866
1295:8130,34451,79051,1444,5266,11644,5260,19396,101416,500
1296:3824,2908,1212,735,1685,101665,94940,226,500,4292
1302:2200,64978,962,49015,20564,3389,44128,1471,53591,11017
1305:1102,2908,726,735,1683,1920,1444,1681,20564,13523
1342:1100,50718,6766,966,117944,974,19421,18187,39781,3842
1382:4884,99971,483,11633,3858,64978,486,55768,30855,13523
1389:65418,95032,11843,17231,1804,30727,17850,120740,15025,586
1391:15777,964,483,7715,107751,3862,1446,17217,8,5268
1397:75326,2908,483,481,2430,3376,25966,8617,46540,27070
1402:31925,110292,19288,1690,2200,124,840,52744,56180,354
1405:92558,96890,24722,14250,84679,4697,1323,27254,84081,15022
1407:2200,72726,11633,3860,23270,36364,13522,13523,3867,116976
1408:3,61121,726,26194,79321,61458,28632,31945,960,13221
1409:13838,110292,92940,28632,840,117943,52744,13400,1685,101665
1412:2200,11633,965,966,6766,962,2901,19418,6752,19421
1413:18452,110414,34451,14890,20573,47380,79051,3105,49507,117943
1418:13838,19288,110292,245,840,52744,13400,101313,2897,1685
1419:1100,50718,486,1208,550,117944,13523,3389,10544,15976
1420:2200,1690,64978,962,43797,61402,49015,44128,3389,57647
1427:1,110414,34451,79051,28632,245,121041,1685,101665,225
1430:1100,50718,726,61218,35190,3107,1683,117944,1205,1444
1431:13838,110292,840,52744,13400,354,116,1200,1685,101665
1435:13838,68190,1685,101665,9451,20118,1190,57259,71751,79841
1437:2200,966,6766,1923,2903,39781,11621,46551,1936,17235
1441:548,108503,245,3862,13522,5266,1926,14307,546,704
1447:78657,108016,79323,21113,24508,64710,481,75326,88275,1208
1448:2200,5819,44143,5821,9696,13522,1924,3841,3842,24895
1457:2200,965,6766,3860,974,6759,11644,14336,7725,22072
1458:2,25716,245,101433,119401,5265,14600,500,4292,63632
1469:36704,19288,1212,13838,124,366,31275,13400,3509,1324
1477:47351,101433,1920,495,39800,3842,9117,10526,6249,79561
1486:19236,726,3864,110722,85891,226,37183,719,15695,287
1490:2200,482,1690,30016,2903,20564,6485,226,15686,61716
1491:2200,1690,245,14895,1208,962,43797,111266,61402,49015
1500:13838,422,110292,302,6968,840,71067,52744,117943,5998
1503:2200,19288,110292,1690,124,13838,840,52744,13400,354
1517:2200,40762,103421,68431,32494,99974,26436,24234,80984,1447
1518:2200,84453,967,77635,10554,51917,13522,3867,12442,970
1535:13838,19288,110292,92940,28632,245,840,52744,13400,1685
1551:13838,110292,14890,20573,92940,28632,3105,49507,840,10048
1552:2200,101915,965,966,7173,4305,2429,42713,112093,114554
1553:2200,1102,2428,2429,974,19421,18187,3842,61716,7737
1559:31925,110292,363,92940,28632,35190,840,71067,3107,52744
1560:18452,14890,20573,28632,245,3105,49507,71067,35877,1685
1561:1,110414,34451,79051,245,121041,41608,225,101416,19396
1562:3165,110292,19288,114656,245,840,52744,117822,117943,13400
1569:32521,82303,966,35396,12435,3867,34134,2897,112613,47374
1570:101854,483,486,77635,51917,29238,92589,495,30860,80437
1588:11000,67006,5819,1934,9710,3864,13522,3867,19420,13526
1589:13838,98282,967,35190,10554,3107,3867,2897,970,1685
1591:59452,62108,71647,58888,976,81389,69776,68027,25017,1506
1601:550,960,14895,2429,3389,119131,3841,11017,3372,3855
1602:273,108016,99971,24508,64710,481,1208,3376,30855,25966
1629:2200,99971,483,11633,3858,55768,30855,1102,29787,27070
1634:2200,8612,55501,8621,11646,11028,114013,10783,19156,108861
1642:2200,110292,1690,92940,28632,840,71067,52744,13400,354
1653:3824,108599,2424,57873,1451,962,490,49015,44128,12440
1654:2,28632,1685,101665,500,4292,63632,719,22059,97527
1655:2200,110292,363,1690,35190,840,3107,52744,13400,354
1668:13838,422,110292,302,92940,28632,114999,901,840,71067
1681:273,726,28632,2,1685,101665,17715,5260,6,4292
1703:2200,1690,35190,3107,1920,12441,1685,101665,5533,500
1721:6568,48475,15424,2200,23271,34452,19416,7721,13522,3867
1727:94940,20111,960,13221,245,115059,93672,244,1208,24636
1728:13838,245,14895,1208,962,43797,111266,61402,49015,44128
1745:2200,37871,99971,61121,31945,77635,25955,30855,51917,490
1746:1102,9088,486,77635,2428,2429,51917,29238,974,19421
1751:2200,1690,245,1208,962,43797,61402,49015,44128,6485
1756:2200,1690,245,1208,962,43797,61402,49015,44128,20564
1758:2200,37871,966,25955,490,2903,72307,39262,58957,15984
1761:2200,8803,44143,19416,13522,3867,1926,51909,72711,3842
1767:13838,110292,124,245,840,52744,56180,13400,2552,1685
1779:37843,103533,83224,93097,65741,56748,93631,1674,67185,86913
1780:76116,119320,966,25114,14314,2631,49433,114,82291,12872
1783:2200,2908,483,11633,3858,64978,55768,14895,20564,3389
1787:18452,14890,110414,34451,20573,79051,3105,49507,35877,121041
1788:2200,108016,99971,1690,24508,64710,481,28632,1208,3376
1794:1102,2908,101433,3280,35190,3107,720,735,20564,1200
1796:19907,110292,422,840,117943,84151,52744,13400,8486,103410
1803:1100,50718,966,486,64978,14895,117944,3389,2903,495
1820:1100,64982,50718,2904,33499,3861,100468,117944,43053,6759
1821:3,64982,960,33499,15429,100468,15432,19421,1924,7725
1822:2200,99971,2908,28632,64978,30855,3389,103410,29787,27070
1823:2200,68190,1690,47351,1920,5533,5260,61716,3280,9762
1840:1,110414,34451,79051,35190,245,71067,3107,121041,225
1841:78182,1212,4550,25727,49517,52669,1102,68437,2447,4846
1842:9772,483,11633,3858,84453,56723,55768,960,962,2429
1850:1100,50718,1102,117944,495,39800,3842,7194,999,90392
1853:1,34451,99971,482,28632,79051,486,30855,29787,27070
1854:2200,1690,245,124,45023,1920,9618,101313,2897,18062
1862:13838,110414,34451,79051,28632,35190,3107,121041,225,101416
1880:2200,99971,64978,36367,30855,3389,29787,27070,1471,98031
1883:2200,19288,110292,1690,124,13838,840,52744,354,2552
1890:2200,1690,1208,962,43797,61402,49015,44128,1685,101665
1891:17601,15424,6766,966,64978,7721,11641,974,19421,11644
1893:31925,245,124,354,13400,19281,2552,116,101313,1200
1894:29741,110292,92940,28632,840,52744,13400,101313,103410,1685
1911:105092,11634,40754,107136,74655,50700,64962,17232,37879,11626
1912:2200,481,960,3376,2429,20564,25966,2903,119131,16763
1913:2200,48475,101437,11633,5818,23271,40764,3864,3867,19421
1930:550,731,1471,224,78180,9106,5111,14059,30033,41129
1932:2200,25957,3860,69828,2901,974,1924,22072,46551,1936
1950:13838,14890,20573,28632,3105,49507,117943,35877,7450,4292
1951:23914,5819,5821,61706,3864,13522,1924,7725,42211,15442
1952:273,363,726,2552,101313,1685,101665,834,356,224
2005:13838,245,1685,101665,5260,500,4292,63632,27290,80642
2017:89797,58208,105631,23213,44039,111332,20832,13894,107733,14132
2025:4402,82303,5819,9708,59554,54123,48471,49759,61715,6
2030:1100,2908,50718,486,14895,117944,2903,3841,17715,3363
2034:6568,23266,3864,66998,7721,13522,17220,1927,17222,30862
2038:2200,964,11633,5819,962,2901,19418,6752,80437,1927
2046:7889,7038,43318,1453,52387,486,245,247,121290,7183
2058:18453,966,1930,9706,45985,7721,6759,12990,26445,1468
2068:118371,25716,245,101433,119401,1920,493,5533,60903,5260
2070:2200,1690,3824,1208,962,43797,61402,49015,44128,6485
2071:13838,19288,110292,25716,245,101433,840,52744,119401,13400
2072:2200,19288,1690,245,962,43797,2280,354,61402,13400
2074:2,99971,64978,30855,3389,13523,10544,29787,27070,1471
2075:31925,110292,19288,124,13838,840,52744,1920,45023,19281
2076:89239,119753,62799,1933,45313,9666,94224,77966,118686,51632
2077:2200,1690,2,117943,1685,101665,224,5260,61716,4292
2080:2200,2908,64978,3389,1471,17715,5260,3363,98031,61716
2085:2200,495,39800,17715,3842,3363,46551,61716,2,4292
2097:29741,92940,28632,245,124,13400,101313,103410,1685,101665
2112:1100,50718,2200,117944,3389,61716,7737,3372,6771,999
2115:1102,726,725,245,1208,495,1200,254,3,17715
2116:2200,2908,7715,967,15429,30855,15432,55076,1924,19421
2123:3824,110292,361,1208,840,52744,101313,1685,101665,224
2135:1100,50718,108016,24508,64710,481,486,21764,3376,1205
2141:32521,15424,14348,11633,22070,7716,90907,5821,962,3867
2147:74778,965,6766,22001,5819,23271,11644,1099,46540,983
2154:2200,108016,1690,25716,24508,64710,481,101433,64978,3376
2160:18452,2908,14890,20573,3105,49507,1208,117943,735,35877
2162:3704,12254,15565,84089,11840,2145,1326,12984,82496,97618
2170:1102,28632,64978,962,71067,43797,61402,49015,44128,3389
2177:2750,1451,62253,488,8617,112092,1951,3361,27047,1937
2184:2200,110292,1690,124,245,840,52744,13400,354,101313
2185:9772,27057,11633,56315,72727,84453,3858,77635,51917,12442
2187:2033,97830,40949,21903,50342,54769,118520,38,90622,24747
2211:2200,726,1690,960,13221,245,115059,2429,2903,119131
2223:19786,45753,481,486,1451,1208,3589,53341,6759,53145
2243:2200,495,39800,17715,3842,3363,46551,2,4292,61716
2244:47351,28632,245,35190,3107,1683,1444,1681,13523,103410
2247:2200,110292,19288,1690,92940,28632,245,840,52744,354
2250:49558,15424,87041,960,1923,9699,2897,970,21110,13512
2253:75326,108016,24508,64710,481,28632,245,1208,3376,25966
2260:2099,43243,41132,120278,45572,78349,36850,5689,44354,14641
2261:2200,110292,1690,840,117943,52744,56180,13400,354,101313
2262:76792,65550,10138,120034,85030,2102,100045,74783,787,50997
2290:29741,19288,110292,92940,28632,245,840,52744,13400,101313
2291:1102,726,1212,1200,1685,101665,224,17715,4563,20367
2293:550,1212,68190,245,1683,43803,3389,88520,1685,101665
2301:15304,965,960,5820,962,1920,12441,12442,6755,101420
2302:22583,245,89957,86638,353,2696,25783,1709,5169,774
2304:1102,61121,2424,31945,2748,1451,2428,2429,490,7180
2318:1,34451,79051,41608,101416,19396,4292,500,66984,1462
2325:2200,1690,483,11633,3858,245,55768,1208,962,43797
2335:18452,14890,726,20573,28632,49507,3105,245,35877,103410
2343:2200,964,6765,966,67005,967,962,28691,6759,7725
2346:78182,64173,1451,4550,25727,49517,53145,731,41984,229
2347:1100,22996,95841,5819,1208,78503,38032,16507,5810,10181
2348:2200,1690,25716,101433,119401,1920,1200,493,13512,5533
2362:119599,35855,2197,87518,61944,109679,51494,99354,39390,58403
2363:2200,726,101854,725,966,245,64978,735,3389,57647
2364:13838,110292,2908,122,840,962,52744,43797,2280,735
2369:1100,50718,78182,2428,2429,117944,974,19421,18187,3842
2373:1100,50718,1690,245,486,117944,1205,1685,101665,2200
2381:1100,50718,486,77635,962,51917,117944,29238,49015,44128
2382:1100,50718,28632,61458,960,13221,245,115059,486,1208
2384:546,99971,36367,101433,64978,30855,43053,3389,70377,29787
2385:2200,37871,101854,486,77635,25955,51917,490,29238,495
2392:18352,13709,103920,60734,98044,4391,2222,116288,98636,27112
2393:19787,108016,24508,64710,481,1208,14895,3376,111266,25966
2394:13838,3824,1920,1685,101665,5533,5260,4292,500,63632
2395:1102,2908,64978,10183,3389,495,1471,15989,9111,98031
2399:1102,481,14895,3376,25966,495,39800,3841,17715,3842
2405:3,50957,726,725,7984,967,35190,6,3107,1205
2407:3,482,9088,9095,7725,1471,10205,4292,11626,4846
2408:2200,11633,483,3858,55768,962,49015,44128,495,39800
2419:2200,66652,5821,962,112626,1444,493,1471,15442,496
2429:2200,57270,1929,967,3861,88273,69835,12445,23275,6759
2447:13838,363,110292,35190,840,3107,52744,13400,354,2552
2452:1913,20575,19626,48061,27927,10127,19376,24481,8349,95533
2453:27858,2908,110105,3028,302,22999,13396,56244,596,429
2454:550,482,28632,960,2429,3389,495,119131,39800,3842
2456:2200,64978,3389,1471,98031,500,4292,61716,58459,29823
2461:29741,110292,14890,92940,20573,28632,3105,49507,840,52744
2464:13838,363,124,245,35190,3107,117943,56180,13400,101313
2465:13838,110292,840,962,52744,43797,2280,61402,13400,114
2469:2200,110292,1690,22308,122,124,245,486,840,25955
2489:14109,69139,2155,2634,2632,2145,8860,110722,85891,118857
2491:122783,79900,69940,73733,1215,120740,4966,2319,8062,33741
2499:1102,3,43044,23271,962,15432,8805,10544,19421,9702
2500:13838,68190,245,117943,1685,101665,5260,500,4292,63632
2501:2200,48475,44143,5821,19416,13522,3867,1926,3842,1951
2505:2200,2908,1690,1212,245,64978,1208,735,3389,57647
2510:21403,17227,27059,45753,10762,21527,18930,1451,2428,3376
2515:19787,28632,61458,960,13221,245,115059,1208,14895,2429
2518:2,25957,483,52387,486,69828,6210,2901,5268,1924
2520:2200,486,25955,1920,2416,5265,5260,500,4292,61716
2521:1102,245,1208,962,43797,61402,49015,44128,6485,495
2524:17601,6766,966,974,19421,18187,39800,3841,3,39781
2536:18452,50957,14890,20573,725,967,7984,28632,4,49507
2541:31925,110292,840,56180,52744,13400,19281,101313,1685,5265
2547:2200,2908,960,2429,495,39800,119131,109672,3842,1464
2553:1913,8848,26434,60317,31397,30563,3107,21524,42945,53092
2558:2200,34451,110414,1690,25716,28632,79051,245,101433,71067
2560:1,110414,34451,68190,79051,245,121041,225,5260,101416
2563:31925,19288,110292,124,13838,840,52744,19281,13400,101313
2573:31925,19288,110292,1212,245,366,840,52744,13400,19281
2591:2200,37871,483,11633,1102,3858,486,55768,77635,25955
2596:1100,50718,966,486,960,2429,117944,11641,11644,495
2597:70161,124,3589,3039,2903,8617,358,357,49633,119651
2601:101854,483,1455,966,44427,15429,15432,1920,91516,13522
2604:7048,27271,28632,77635,51917,29238,2903,1196,66017,496
2611:2200,1690,245,1208,14895,962,43797,111266,61402,49015
2612:18452,14890,1930,20573,1451,2428,35877,15433,495,31938
2615:13838,19288,110292,245,840,52744,13400,354,2552,101313
2625:2200,99971,30855,122795,29787,27070,5260,61716,4846,1417
2626:13838,68190,245,1685,101665,5260,20118,1190,71751,57259
2634:2200,6766,64978,12435,974,1923,14336,19421,11644,18187
2636:3824,110292,840,962,52744,43797,2280,61402,13400,49015
2639:2200,965,11633,3858,967,3,3867,1926,3841,18197
2650:83942,2153,111544,25716,84689,23271,6211,18669,37312,115275
2661:17601,14348,15424,6765,11633,6766,2200,960,962,12442
2663:2200,6766,3860,77635,51917,974,11644,14336,22072,7725
2666:101854,3,11633,966,3858,64978,486,55768,15429,15432
2676:17601,6766,966,974,19421,18187,3841,3842,39781,11621
2689:74776,2908,61121,64978,31945,7180,3389,1471,98031,1464
2693:2200,16508,483,966,46529,246,485,32217,56034,73512
2708:2200,21113,79323,1690,28632,88275,64978,1208,3389,103410
2709:2200,2908,1212,1690,28632,35190,3107,71067,735,1683
2713:9772,84453,56723,960,486,2429,12442,72307,39262,119131
2715:2200,101437,48475,27057,56315,5818,36361,23271,40764,3864
2716:2200,22002,54119,40764,3864,3867,72728,27041,15442,48457
2727:9618,110292,840,962,52744,43797,2280,61402,13400,114
2730:2200,1444,13523,17715,3363,99991,500,4292,61716,7194
2731:2200,48475,101437,5818,23271,40764,3864,3867,88280,40749
2734:1100,14349,1102,4855,5821,15442,11621,4834,8,7739
2735:9772,6765,84453,15429,15432,6759,1924,19421,12442,35415
2737:2200,964,1930,6766,966,17601,91991,17228,2901,11952
2745:75326,482,11633,483,3858,481,55768,3376,117943,25966
2746:1913,74165,18933,2157,245,1693,16501,3867,23684,104354
2748:91284,7712,3857,3860,30854,19416,15442,11621,7735,54138
2756:2200,11633,483,3858,55768,962,49015,44128,495,39800
2760:13838,110292,363,35190,840,3107,52744,117943,13400,101313
2776:115826,87260,24370,56367,89734,81652,2567,82333,102424,67669
2799:548,12118,31397,2430,486,3864,7178,12990,9100,6754
2802:2200,11633,483,3858,55768,962,49015,44128,495,39800
2803:43002,19829,33572,2595,94755,97817,670,347,88529,2074
2804:2200,2908,486,93672,2428,962,2429,974,19421,18187
2805:39575,79592,2416,6759,3867,12442,1927,107142,1471,33474
2812:2200,110292,363,1690,35190,840,3107,56180,52744,13400
2815:34134,964,70796,31945,3864,6759,2897,6755,58478,2888
2827:3824,11633,483,3858,55768,490,17715,109672,496,3363
2831:13838,54844,98282,967,35190,10554,3107,3867,970,1685
2846:13838,2908,1208,962,43797,735,61402,49015,44128,1685
2848:1102,64978,3389,1471,9111,98031,508,6732,29823,2935
2853:11243,27420,15971,84210,1205,1081,1867,29458,5184,9250
2854:2200,108016,99971,1690,24508,64710,481,64978,30855,962
2857:17601,964,3,966,6766,78501,19421,2897,970,3841
2858:1102,482,1212,245,1208,962,43797,61402,49015,44128
2861:2200,90424,483,1455,3860,486,974,33982,12990,4856
2871:550,64982,79323,21113,33499,88275,100468,20806,1923,3389
2907:2200,481,3376,962,49015,25966,44128,495,39800,53591
2912:78182,70796,52387,971,2893,58954,2888,500,2,1462
